Variable ,SUS Score (mean) ,SD ,Min ,Max ,1. Quartile ,Median ,3. Quartile ,Adjective Scale ,Grade Scale ,Quartile Scale ,Acceptability Scale ,NPS Scale,Industry Benchmark
Example A,76.25,10.08,62.5,90.0,65.0,76.25,87.5,Good,B,3rd,Acceptable,Passive,Above Average
